record_id	phytoplasma	host_group	host_family	host_species	country	reference_id	full_reference
2400	16SrXII A	plant	Convolvulaceae	Convolvulus arvensis	Italy: Veneto	Filippin et al 2009b	Filippin, L., Tonon, E., Forte, V., Zottini, M., Santovito, G., Borgo, M., Angelini, E. 2009b. Genetic polymorphism of stolbur phytoplasma in grapevine, wild plants and insects. In: Proceedings of the 16th Meeting of the International Council for the study of Virus-like diseases of the Grapevine (ICVG), Ausust 31 -September 4, 2009, Dijon, France: 139-140
2401	16SrXII A	plant	Urticaceae	Urtica dioica	Italy: Veneto	Filippin et al 2009b	Filippin, L., Tonon, E., Forte, V., Zottini, M., Santovito, G., Borgo, M., Angelini, E. 2009b. Genetic polymorphism of stolbur phytoplasma in grapevine, wild plants and insects. In: Proceedings of the 16th Meeting of the International Council for the study of Virus-like diseases of the Grapevine (ICVG), Ausust 31 -September 4, 2009, Dijon, France: 139-140
2402	16SrXII A	plant	Caprifoliaceae	Sambucus nigra	Italy: Veneto	Filippin et al 2009b	Filippin, L., Tonon, E., Forte, V., Zottini, M., Santovito, G., Borgo, M., Angelini, E. 2009b. Genetic polymorphism of stolbur phytoplasma in grapevine, wild plants and insects. In: Proceedings of the 16th Meeting of the International Council for the study of Virus-like diseases of the Grapevine (ICVG), Ausust 31 -September 4, 2009, Dijon, France: 139-140
2403	16SrV	plant	Vitaceae	Vitis vinifera	Spain: Cataluña	Lavina et al 1996	Lavina, A., Batlle, A., Rahola, J., Torres, E., Clair, D., Boudon-Padieu, E. 1996. Identificació a Catalunya de la Flavescència daurada de la vinya. In: Proceedings of the Primera Jornada de Protecció Vegetal (Institució Catalana d’Estudis Agraris), Barcelona, Spain
2404	16SrII	plant	Convolvulaceae	Convolvulus arvensis	Israel: Golan	Dafny-Yelin et al 2012	Dafny-Yelin, M., Orbach, D., Zahavi, T., Mawassi, M., Weintraub, P., Sharon, R., Naor, V. 2012. Stolbur Type II phytoplasma in North Israel vineyards: what is the plant source of infection? In: Proceedings of the 17th Meeting of the International Council for the study of Virus-like diseases of the Grapevine (ICVG), October, 2012, Davis, USA: 228-229
2405	16SrII	plant	Lamiaceae	Vitex agnus-castus	Israel: Golan	Dafny-Yelin et al 2012	Dafny-Yelin, M., Orbach, D., Zahavi, T., Mawassi, M., Weintraub, P., Sharon, R., Naor, V. 2012. Stolbur Type II phytoplasma in North Israel vineyards: what is the plant source of infection? In: Proceedings of the 17th Meeting of the International Council for the study of Virus-like diseases of the Grapevine (ICVG), October, 2012, Davis, USA: 228-229
2406	not detected	plant	Rosaceae	Crataegus azarolus	Israel: Golan	Dafny-Yelin et al 2012	Dafny-Yelin, M., Orbach, D., Zahavi, T., Mawassi, M., Weintraub, P., Sharon, R., Naor, V. 2012. Stolbur Type II phytoplasma in North Israel vineyards: what is the plant source of infection? In: Proceedings of the 17th Meeting of the International Council for the study of Virus-like diseases of the Grapevine (ICVG), October, 2012, Davis, USA: 228-229
2407	not detected	plant	Polygonaceae	Polygomun equistiforme	Israel: Golan	Dafny-Yelin et al 2012	Dafny-Yelin, M., Orbach, D., Zahavi, T., Mawassi, M., Weintraub, P., Sharon, R., Naor, V. 2012. Stolbur Type II phytoplasma in North Israel vineyards: what is the plant source of infection? In: Proceedings of the 17th Meeting of the International Council for the study of Virus-like diseases of the Grapevine (ICVG), October, 2012, Davis, USA: 228-229
2408	not detected	plant	Rosaceae	Rosa canina	Israel: Golan	Dafny-Yelin et al 2012	Dafny-Yelin, M., Orbach, D., Zahavi, T., Mawassi, M., Weintraub, P., Sharon, R., Naor, V. 2012. Stolbur Type II phytoplasma in North Israel vineyards: what is the plant source of infection? In: Proceedings of the 17th Meeting of the International Council for the study of Virus-like diseases of the Grapevine (ICVG), October, 2012, Davis, USA: 228-229
2409	16SrVI	plant	Ranunculaceae	Anemone sp.	Israel: Golan	Weintraub et al 2007	Weintraub, G.P., Zeidan, M., Spiegel, S., Gera, A. 2012. Diversity of the known phytoplasmas in Israel. Bulletin of Insectology, 60(2): 143-144
2410	16SrVI	plant	Apocynaceae	Catharanthus roseus	Israel: Golan	Weintraub et al 2007	Weintraub, G.P., Zeidan, M., Spiegel, S., Gera, A. 2012. Diversity of the known phytoplasmas in Israel. Bulletin of Insectology, 60(2): 143-144
2411	16SrI	plant	Amaranthaceae	Celosia sp.	Israel: Golan	Weintraub et al 2007	Weintraub, G.P., Zeidan, M., Spiegel, S., Gera, A. 2012. Diversity of the known phytoplasmas in Israel. Bulletin of Insectology, 60(2): 143-144
2412	16SrIII	plant	Amaranthaceae	Celosia sp.	Israel: Golan	Weintraub et al 2007	Weintraub, G.P., Zeidan, M., Spiegel, S., Gera, A. 2012. Diversity of the known phytoplasmas in Israel. Bulletin of Insectology, 60(2): 143-144
2413	16SrVI	plant	Asteraceae	Cosmos sp.	Israel: Golan	Weintraub et al 2007	Weintraub, G.P., Zeidan, M., Spiegel, S., Gera, A. 2012. Diversity of the known phytoplasmas in Israel. Bulletin of Insectology, 60(2): 143-144
2414	16SrXII A	plant	Primulaceae	Cyclamen sp.	Israel: Golan	Weintraub et al 2007	Weintraub, G.P., Zeidan, M., Spiegel, S., Gera, A. 2012. Diversity of the known phytoplasmas in Israel. Bulletin of Insectology, 60(2): 143-144
2415	16SrII	plant	Caryophyllaceae	Gypsophila sp.	Israel: Golan	Weintraub et al 2007	Weintraub, G.P., Zeidan, M., Spiegel, S., Gera, A. 2012. Diversity of the known phytoplasmas in Israel. Bulletin of Insectology, 60(2): 143-144
2416	16SrVI	plant	Lamiaceae	Lavandula sp.	Israel: Golan	Weintraub et al 2007	Weintraub, G.P., Zeidan, M., Spiegel, S., Gera, A. 2012. Diversity of the known phytoplasmas in Israel. Bulletin of Insectology, 60(2): 143-144
2417	16SrXII A	plant	Gentianaceae	Lisianthus sp.	Israel: Golan	Weintraub et al 2007	Weintraub, G.P., Zeidan, M., Spiegel, S., Gera, A. 2012. Diversity of the known phytoplasmas in Israel. Bulletin of Insectology, 60(2): 143-144
2418	16SrII	plant	Plumbaginaceae	Limonium hybrids	Israel: Golan	Weintraub et al 2007	Weintraub, G.P., Zeidan, M., Spiegel, S., Gera, A. 2012. Diversity of the known phytoplasmas in Israel. Bulletin of Insectology, 60(2): 143-144
2419	16SrV	plant	Plumbaginaceae	Limonium hybrids	Israel: Golan	Weintraub et al 2007	Weintraub, G.P., Zeidan, M., Spiegel, S., Gera, A. 2012. Diversity of the known phytoplasmas in Israel. Bulletin of Insectology, 60(2): 143-144
2420	16SrIX	plant	Plumbaginaceae	Limonium hybrids	Israel: Golan	Weintraub et al 2007	Weintraub, G.P., Zeidan, M., Spiegel, S., Gera, A. 2012. Diversity of the known phytoplasmas in Israel. Bulletin of Insectology, 60(2): 143-144
2421	16SrII	plant	Nyctaginaceae	Mirabilis jalapa	Israel: Golan	Weintraub et al 2007	Weintraub, G.P., Zeidan, M., Spiegel, S., Gera, A. 2012. Diversity of the known phytoplasmas in Israel. Bulletin of Insectology, 60(2): 143-144
2422	16SrVI	plant	Asteraceae	Verbesia encelioides	Israel: Golan	Weintraub et al 2007	Weintraub, G.P., Zeidan, M., Spiegel, S., Gera, A. 2012. Diversity of the known phytoplasmas in Israel. Bulletin of Insectology, 60(2): 143-144
2423	16SrXII A	plant	Rosaceae	Prunus armeniaca	Israel: Golan	Weintraub et al 2007	Weintraub, G.P., Zeidan, M., Spiegel, S., Gera, A. 2012. Diversity of the known phytoplasmas in Israel. Bulletin of Insectology, 60(2): 143-144
2424	16SrI	plant	Vitaceae	Vitis vinifera	Israel: Golan	Weintraub et al 2007	Weintraub, G.P., Zeidan, M., Spiegel, S., Gera, A. 2012. Diversity of the known phytoplasmas in Israel. Bulletin of Insectology, 60(2): 143-144
2425	16SrIII	plant	Vitaceae	Vitis vinifera	Israel: Golan	Weintraub et al 2007	Weintraub, G.P., Zeidan, M., Spiegel, S., Gera, A. 2012. Diversity of the known phytoplasmas in Israel. Bulletin of Insectology, 60(2): 143-144
2426	16SrXII A	plant	Vitaceae	Vitis vinifera	Israel: Golan	Weintraub et al 2007	Weintraub, G.P., Zeidan, M., Spiegel, S., Gera, A. 2012. Diversity of the known phytoplasmas in Israel. Bulletin of Insectology, 60(2): 143-144
2427	16SrXII A	plant	Caricaceae	Carica papaya	Israel: Golan	Weintraub et al 2007	Weintraub, G.P., Zeidan, M., Spiegel, S., Gera, A. 2012. Diversity of the known phytoplasmas in Israel. Bulletin of Insectology, 60(2): 143-144
2428	16SrVI	plant	Rosaceae	Prunus avium	Israel: Golan	Weintraub et al 2007	Weintraub, G.P., Zeidan, M., Spiegel, S., Gera, A. 2012. Diversity of the known phytoplasmas in Israel. Bulletin of Insectology, 60(2): 143-144
2429	16SrI	plant	Apiaceae	Daucus carota	Israel: Golan	Weintraub et al 2007	Weintraub, G.P., Zeidan, M., Spiegel, S., Gera, A. 2012. Diversity of the known phytoplasmas in Israel. Bulletin of Insectology, 60(2): 143-144
2430	16SrIII	plant	Apiaceae	Daucus carota	Israel: Golan	Weintraub et al 2007	Weintraub, G.P., Zeidan, M., Spiegel, S., Gera, A. 2012. Diversity of the known phytoplasmas in Israel. Bulletin of Insectology, 60(2): 143-144
2431	16SrV	plant	Apiaceae	Daucus carota	Israel: Golan	Weintraub et al 2007	Weintraub, G.P., Zeidan, M., Spiegel, S., Gera, A. 2012. Diversity of the known phytoplasmas in Israel. Bulletin of Insectology, 60(2): 143-144
2432	16SrXII A	plant	Piperaceae	Piper nigrum	Israel: Golan	Weintraub et al 2007	Weintraub, G.P., Zeidan, M., Spiegel, S., Gera, A. 2012. Diversity of the known phytoplasmas in Israel. Bulletin of Insectology, 60(2): 143-144
2433	16SrXII A	plant	Portulacaceae	Portulaca oleracea	Italy: Veneto	Mori et al 2012	Mori, N., Motta, A., Quaglino, F., Pozzebon, A., Casati, P., Tessari, F., Zanini, G., Zorloni, A., Bianco, P.A. 2012. Study of Bois noir disease epidemiology in experimental vineyards through phytoplasma molecular identification and spatial analyses. In: Proceedings of the 17th Meeting of the International Council for the study of Virus-like diseases of the Grapevine (ICVG), October, 2012, Davis, USA: 252-253
2434	16SrV A	plant	Vitaceae	Vitis vinifera	Italy	Bertaccini 2012	Bertaccini, A. 2012. Phytoplasma diseases in grapevine a threat to worldwide viticulture. In: Proceedings of the 18th Meeting of the International Council for the study of Virus-like diseases of the Grapevine (ICVG), September 7-11, 2015, Ankara, Turkey: 112-118
2435	16SrV D	plant	Vitaceae	Vitis vinifera	Croatia	Seruga Music et al 2011	Seruga, M., Skoric, D., Haluška, I., Krizanac, I., Plavec, J., Mikec, I. 2011. First Report of Flavescence Dorée-Related Phytoplasma Affecting Grapevines in Croatia. Plant Disease, 95(3): 353
2436	16SrXII A	plant	Vitaceae	Vitis vinifera	Croatia	Seruga Music et al 2011	Seruga, M., Skoric, D., Haluška, I., Krizanac, I., Plavec, J., Mikec, I. 2011. First Report of Flavescence Dorée-Related Phytoplasma Affecting Grapevines in Croatia. Plant Disease, 95(3): 353
2437	16SrV D	plant	Vitaceae	Vitis vinifera	Slovenia	Mehle et al 2011	Mehle, N., Ravnikar, M., Seljak, G., Knapie, V., Dermastia, M. 2011. The most widespread phytoplasmas, vectors and measuresfor disease control in Slovenia. Phytopathogenic Mollicutes, 1(2): 65-76
2438	16SrX B	plant	Vitaceae	Vitis vinifera	Italy	Bertaccini 2012	Bertaccini, A. 2012. Phytoplasma diseases in grapevine a threat to worldwide viticulture. In: Proceedings of the 18th Meeting of the International Council for the study of Virus-like diseases of the Grapevine (ICVG), September 7-11, 2015, Ankara, Turkey: 112-118
2439	16SrXII A	plant	Vitaceae	Vitis vinifera	Georgia	Quaglino et al 2014	Quaglino, F., Maghradze, D., Chkhaidze, N., Casati, P., Failla, O., Bianco, P.A. 2014. First Report of ‘Candidatus Phytoplasma solani’ and ‘Ca. P. convolvuli’ Associated with Grapevine Bois Noir and Bindweed Yellows, Respectively, in Georgia. Plant disease, 98(8): 1151
2440	16SrXII A	plant	Convolvulaceae	Convolvulus arvensis	Georgia	Quaglino et al 2014	Quaglino, F., Maghradze, D., Chkhaidze, N., Casati, P., Failla, O., Bianco, P.A. 2014. First Report of ‘Candidatus Phytoplasma solani’ and ‘Ca. P. convolvuli’ Associated with Grapevine Bois Noir and Bindweed Yellows, Respectively, in Georgia. Plant disease, 98(8): 1151
2441	16SrXII H	plant	Convolvulaceae	Convolvulus arvensis	Georgia	Quaglino et al 2014	Quaglino, F., Maghradze, D., Chkhaidze, N., Casati, P., Failla, O., Bianco, P.A. 2014. First Report of ‘Candidatus Phytoplasma solani’ and ‘Ca. P. convolvuli’ Associated with Grapevine Bois Noir and Bindweed Yellows, Respectively, in Georgia. Plant disease, 98(8): 1151
2442	16SrXII A	plant	Vitaceae	Vitis vinifera	Azerbaijan	Huseynova et al 2012	Huseynova, I., Balakishiyeva, G., Mammadov, A., Salar, P., Foissac, X. 2012. Bois noir' phytoplasma disease in grapevine in Azerbaijan. In: Proceedings of the 18th Meeting of the International Council for the study of Virus-like diseases of the Grapevine (ICVG), September 7-11, 2015, Ankara, Turkey: 124-125
2443	16SrI B	plant	Apocynaceae	Catharanthus roseus	South Africa	Kruger et al 2015	Kruger, K., Pietersen, G., Smit, N., Carstens, R. 2015. Epidemiology of aster yellows phytoplasma: alternate host plants and the vector Mgenia fuscovaria (Hemiptera: Cicadellidae) in South Africa. In: Proceedings of the 18th Meeting of the International Council for the study of Virus-like diseases of the Grapevine (ICVG), September 7-11, 2015, Ankara, Turkey: 126-127
2444	16SrI B	plant	Asteraceae	Bidens bipinnata	South Africa	Kruger et al 2015	Kruger, K., Pietersen, G., Smit, N., Carstens, R. 2015. Epidemiology of aster yellows phytoplasma: alternate host plants and the vector Mgenia fuscovaria (Hemiptera: Cicadellidae) in South Africa. In: Proceedings of the 18th Meeting of the International Council for the study of Virus-like diseases of the Grapevine (ICVG), September 7-11, 2015, Ankara, Turkey: 126-127
2445	16SrI B	plant	Asteraceae	Erigeron bonariensis	South Africa	Kruger et al 2015	Kruger, K., Pietersen, G., Smit, N., Carstens, R. 2015. Epidemiology of aster yellows phytoplasma: alternate host plants and the vector Mgenia fuscovaria (Hemiptera: Cicadellidae) in South Africa. In: Proceedings of the 18th Meeting of the International Council for the study of Virus-like diseases of the Grapevine (ICVG), September 7-11, 2015, Ankara, Turkey: 126-127
2446	16SrI B	plant	Asteraceae	Sonchus oleraceus	South Africa	Kruger et al 2015	Kruger, K., Pietersen, G., Smit, N., Carstens, R. 2015. Epidemiology of aster yellows phytoplasma: alternate host plants and the vector Mgenia fuscovaria (Hemiptera: Cicadellidae) in South Africa. In: Proceedings of the 18th Meeting of the International Council for the study of Virus-like diseases of the Grapevine (ICVG), September 7-11, 2015, Ankara, Turkey: 126-127
2447	16SrI B	plant	Brassicaceae	Raphanus raphanistrum	South Africa	Kruger et al 2015	Kruger, K., Pietersen, G., Smit, N., Carstens, R. 2015. Epidemiology of aster yellows phytoplasma: alternate host plants and the vector Mgenia fuscovaria (Hemiptera: Cicadellidae) in South Africa. In: Proceedings of the 18th Meeting of the International Council for the study of Virus-like diseases of the Grapevine (ICVG), September 7-11, 2015, Ankara, Turkey: 126-127
2448	16SrI B	plant	Cucurbitaceae	Cucurbita sp.	South Africa	Kruger et al 2015	Kruger, K., Pietersen, G., Smit, N., Carstens, R. 2015. Epidemiology of aster yellows phytoplasma: alternate host plants and the vector Mgenia fuscovaria (Hemiptera: Cicadellidae) in South Africa. In: Proceedings of the 18th Meeting of the International Council for the study of Virus-like diseases of the Grapevine (ICVG), September 7-11, 2015, Ankara, Turkey: 126-127
2449	16SrI B	plant	Poaceae	Setaria verticillata	South Africa	Kruger et al 2015	Kruger, K., Pietersen, G., Smit, N., Carstens, R. 2015. Epidemiology of aster yellows phytoplasma: alternate host plants and the vector Mgenia fuscovaria (Hemiptera: Cicadellidae) in South Africa. In: Proceedings of the 18th Meeting of the International Council for the study of Virus-like diseases of the Grapevine (ICVG), September 7-11, 2015, Ankara, Turkey: 126-127
2450	16SrI B	plant	Poaceae	Triticosecale sp.	South Africa	Kruger et al 2015	Kruger, K., Pietersen, G., Smit, N., Carstens, R. 2015. Epidemiology of aster yellows phytoplasma: alternate host plants and the vector Mgenia fuscovaria (Hemiptera: Cicadellidae) in South Africa. In: Proceedings of the 18th Meeting of the International Council for the study of Virus-like diseases of the Grapevine (ICVG), September 7-11, 2015, Ankara, Turkey: 126-127
2451	16SrI B	plant	Poaceae	Zea mays	South Africa	Kruger et al 2015	Kruger, K., Pietersen, G., Smit, N., Carstens, R. 2015. Epidemiology of aster yellows phytoplasma: alternate host plants and the vector Mgenia fuscovaria (Hemiptera: Cicadellidae) in South Africa. In: Proceedings of the 18th Meeting of the International Council for the study of Virus-like diseases of the Grapevine (ICVG), September 7-11, 2015, Ankara, Turkey: 126-127
2452	16SrI B	plant	Urticaceae	Urtica urens	South Africa	Kruger et al 2015	Kruger, K., Pietersen, G., Smit, N., Carstens, R. 2015. Epidemiology of aster yellows phytoplasma: alternate host plants and the vector Mgenia fuscovaria (Hemiptera: Cicadellidae) in South Africa. In: Proceedings of the 18th Meeting of the International Council for the study of Virus-like diseases of the Grapevine (ICVG), September 7-11, 2015, Ankara, Turkey: 126-127
2453	16SrXII E	plant	Betulaceae	Corylus spp.	United Kingdom	IPPC 2014	IPPC 2014. https://www.ippc.int/en/countries/united-kingdom/pestreports/2014/11/first-report-of-candidatus-phytoplasma-fragariae-in-the-uk/.
2454	16SrX B	plant	Rosaceae	Prunus armeniaca	United Kingdom	Davies & Adams 2000	Davies, D., Adams, A.N. 2000. European stone fruit yellows phytoplasmas associated with a decline disease of apricot in southern England. Plant Pathology, 49: 635-639
2455	16SrI	plant	Asteraceae	Senecio jacobaea	United Kingdom	Reeder & Arocha 2007	Reeder, R., Arocha, Y. 2007. Candidatus Phytoplasma asteris' identified in Senecio jacobaea in the United Kingdom. New Disease Reports, 16: 30
2456	16SrI	plant	Asteraceae	Senecio vulgare	Canada: Alberta	Chang et al 2000	Chang, K.-F., Hwang, S.-F., Kawchuk, L.M., Howard, R.J. 2000. Detection and molecular characterization of an aster yellows phytoplasma in common groundsel (Senecio vulgaris L.). Journal of Plant Disease and Protection, 107: 295-303
2457	16SrI	plant	Apiaceae	Daucus carota	United Kingdom	Nisbet et al 2014	Nisbet, C., Ross, S., Monger, W.A., Highet, F., Jeffries, C. 2014. First report of 'Candidatus Phytoplasma asteris' in commercial carrots in the United Kingdom. New Disease Reports, 30: 16
2458	16SrI	plant	Plantaginaceae	Veronica scutellata	United Kingdom	Jones & Arocha 2006	"Jones, P., Arocha, Y. 2006. A natural infection of Hebe is associated with an isolate of ""Candidatus Phytoplasma asteris"" causing a yellowing and little-leaf disease in the UK. Plant Pathology, 55: 821"
2459	16SrI	plant	Xanthorrhoeaceae	Hemerocallis lilioasphodelus	United Kingdom	Flint 2009	Flint, L.J. 2009. Detection of phytoplasmas in UK plants and insects. BURN2009. Biosciences Undergraduate Research at Nottingham, School of Biosciences, UoN, pp 1-4. http://www.nottingham.ac.uk/biosciences/documents/burn/2009/detection-of-phytoplasmas-in-uk-plants-and-insects--l-flint.pdf
2460	16SrI	plant	Rosaceae	Malus sp.	United Kingdom	Flint 2009	Flint, L.J. 2009. Detection of phytoplasmas in UK plants and insects. BURN2009. Biosciences Undergraduate Research at Nottingham, School of Biosciences, UoN, pp 1-4. http://www.nottingham.ac.uk/biosciences/documents/burn/2009/detection-of-phytoplasmas-in-uk-plants-and-insects--l-flint.pdf
2461	16SrI	plant	Apiaceae	Daucus carota	United Kingdom	Flint 2009	Flint, L.J. 2009. Detection of phytoplasmas in UK plants and insects. BURN2009. Biosciences Undergraduate Research at Nottingham, School of Biosciences, UoN, pp 1-4. http://www.nottingham.ac.uk/biosciences/documents/burn/2009/detection-of-phytoplasmas-in-uk-plants-and-insects--l-flint.pdf
2462	16SrI S	plant	Malvaceae	Waltheria indica	Brazil	Alves et al 2017	Alves, M.S., Ribeiro, G.M., Souza, A.N., Carvalho, C.M. 2017. First report of a phytoplasma associated with witches' broom symptoms in Waltheria indica in Brazil. New Disease Reports, 35: 28
2463	16SrXII A	plant	Rosaceae	Prunus avium	Azerbaijan	Balakishiyeva et al 2013	Balakishiyeva, G., Danet, J.-L., Mammadov, A., Huseynova, I., Foissac, X. 2013. Survey of ' Candidatus Phytoplasma solani' and its potential vectors in Northern regions of Azerbaijan. 3rd European Bois Noir Workshop 2013, pp. 56-58
2464	16SrXII A	plant	Solanaceae	Capsicum annuum	Azerbaijan	Balakishiyeva et al 2013	Balakishiyeva, G., Danet, J.-L., Mammadov, A., Huseynova, I., Foissac, X. 2013. Survey of ' Candidatus Phytoplasma solani' and its potential vectors in Northern regions of Azerbaijan. 3rd European Bois Noir Workshop 2013, pp. 56-58
2465	16SrXII A	plant	Solanaceae	Solanum melongena	Azerbaijan	Balakishiyeva et al 2013	Balakishiyeva, G., Danet, J.-L., Mammadov, A., Huseynova, I., Foissac, X. 2013. Survey of ' Candidatus Phytoplasma solani' and its potential vectors in Northern regions of Azerbaijan. 3rd European Bois Noir Workshop 2013, pp. 56-58
2466	16SrXV A	plant	Rosaceae	Prunus persicae	Azerbaijan	Balakishiyeva et al 2010	Balakishiyeva, G., Mammadov, A., Danet, J.-L., Salar, P., Foissac, X. 2010. Detection and characterization of Ca. P. brasiliense from yellowing peach tree in Guba region of Azerbaijan. Proceedings of ANAS (Biological Sciences), 65(5-6): 158-163
2467	16SrX B	plant	Rosaceae	Prunus myrobolan	Azerbaijan	Balakishiyeva et al 2010	Balakishiyeva, G., Mammadov, A., Danet, J.-L., Salar, P., Foissac, X. 2010. Detection and characterization of Ca. P. brasiliense from yellowing peach tree in Guba region of Azerbaijan. Proceedings of ANAS (Biological Sciences), 65(5-6): 158-163
2468	16SrX B	plant	Rosaceae	Prunus cerasifera	Azerbaijan	Balakishiyeva et al 2010	Balakishiyeva, G., Mammadov, A., Danet, J.-L., Salar, P., Foissac, X. 2010. Detection and characterization of Ca. P. brasiliense from yellowing peach tree in Guba region of Azerbaijan. Proceedings of ANAS (Biological Sciences), 65(5-6): 158-163
2469	16SrX B	plant	Rosaceae	Prunus avium	Azerbaijan	Balakishiyeva et al 2010	Balakishiyeva, G., Mammadov, A., Danet, J.-L., Salar, P., Foissac, X. 2010. Detection and characterization of Ca. P. brasiliense from yellowing peach tree in Guba region of Azerbaijan. Proceedings of ANAS (Biological Sciences), 65(5-6): 158-163
2470	16SrXII A	plant	Rosaceae	Mespilus germanica	Azerbaijan	Balakishiyeva et al 2010	Balakishiyeva, G., Mammadov, A., Danet, J.-L., Salar, P., Foissac, X. 2010. Detection and characterization of Ca. P. brasiliense from yellowing peach tree in Guba region of Azerbaijan. Proceedings of ANAS (Biological Sciences), 65(5-6): 158-163
2471	16SrXII A	plant	Rosaceae	Prunus avium	Azerbaijan	Balakishiyeva et al 2010	Balakishiyeva, G., Mammadov, A., Danet, J.-L., Salar, P., Foissac, X. 2010. Detection and characterization of Ca. P. brasiliense from yellowing peach tree in Guba region of Azerbaijan. Proceedings of ANAS (Biological Sciences), 65(5-6): 158-163
2472	16SrXII A	plant	Piperaceae	Piper nigrum	Azerbaijan	Balakishiyeva et al 2010	Balakishiyeva, G., Mammadov, A., Danet, J.-L., Salar, P., Foissac, X. 2010. Detection and characterization of Ca. P. brasiliense from yellowing peach tree in Guba region of Azerbaijan. Proceedings of ANAS (Biological Sciences), 65(5-6): 158-163
2473	16SrXII A	plant	Solanaceae	Solanum lycopersicum	Azerbaijan	Balakishiyeva et al 2010	Balakishiyeva, G., Mammadov, A., Danet, J.-L., Salar, P., Foissac, X. 2010. Detection and characterization of Ca. P. brasiliense from yellowing peach tree in Guba region of Azerbaijan. Proceedings of ANAS (Biological Sciences), 65(5-6): 158-163
2474	16SrXII A	plant	Solanaceae	Solanum melongena	Azerbaijan	Balakishiyeva et al 2010	Balakishiyeva, G., Mammadov, A., Danet, J.-L., Salar, P., Foissac, X. 2010. Detection and characterization of Ca. P. brasiliense from yellowing peach tree in Guba region of Azerbaijan. Proceedings of ANAS (Biological Sciences), 65(5-6): 158-163
2475	16SrI B	plant	Solanaceae	Solanum tuberosum	Russia	Girsova et al 2015	Girsova, N.V., Bottner-Parker, K.D., Bogoutdinov, D.Z., Meshkov, Y.I., Mozhaeva, K.A., Kastalyeva, T.B., Lee, I.-M. 2015. Diverse phytoplasmas associated with potato stolbur and other related potato diseases in Russia. European Journal of Plant Pathology, 145(1): 139–153
2476	16SrI C	plant	Solanaceae	Solanum tuberosum	Russia	Girsova et al 2015	Girsova, N.V., Bottner-Parker, K.D., Bogoutdinov, D.Z., Meshkov, Y.I., Mozhaeva, K.A., Kastalyeva, T.B., Lee, I.-M. 2015. Diverse phytoplasmas associated with potato stolbur and other related potato diseases in Russia. European Journal of Plant Pathology, 145(1): 139–153
2477	16SrI P	plant	Solanaceae	Solanum tuberosum	Russia	Girsova et al 2015	Girsova, N.V., Bottner-Parker, K.D., Bogoutdinov, D.Z., Meshkov, Y.I., Mozhaeva, K.A., Kastalyeva, T.B., Lee, I.-M. 2015. Diverse phytoplasmas associated with potato stolbur and other related potato diseases in Russia. European Journal of Plant Pathology, 145(1): 139–153
2478	16SrXII A	plant	Solanaceae	Solanum tuberosum	Russia	Girsova et al 2015	Girsova, N.V., Bottner-Parker, K.D., Bogoutdinov, D.Z., Meshkov, Y.I., Mozhaeva, K.A., Kastalyeva, T.B., Lee, I.-M. 2015. Diverse phytoplasmas associated with potato stolbur and other related potato diseases in Russia. European Journal of Plant Pathology, 145(1): 139–153
2479	16SrIII B	plant	Solanaceae	Solanum tuberosum	Russia	Girsova et al 2015	Girsova, N.V., Bottner-Parker, K.D., Bogoutdinov, D.Z., Meshkov, Y.I., Mozhaeva, K.A., Kastalyeva, T.B., Lee, I.-M. 2015. Diverse phytoplasmas associated with potato stolbur and other related potato diseases in Russia. European Journal of Plant Pathology, 145(1): 139–153
2480	16SrIII A	plant	Solanaceae	Solanum tuberosum	Russia	Girsova et al 2015	Girsova, N.V., Bottner-Parker, K.D., Bogoutdinov, D.Z., Meshkov, Y.I., Mozhaeva, K.A., Kastalyeva, T.B., Lee, I.-M. 2015. Diverse phytoplasmas associated with potato stolbur and other related potato diseases in Russia. European Journal of Plant Pathology, 145(1): 139–153
2481	16SrII A	plant	Solanaceae	Solanum tuberosum	Russia	Girsova et al 2015	Girsova, N.V., Bottner-Parker, K.D., Bogoutdinov, D.Z., Meshkov, Y.I., Mozhaeva, K.A., Kastalyeva, T.B., Lee, I.-M. 2015. Diverse phytoplasmas associated with potato stolbur and other related potato diseases in Russia. European Journal of Plant Pathology, 145(1): 139–153
2482	16SrVI A	plant	Solanaceae	Solanum tuberosum	Russia	Girsova et al 2015	Girsova, N.V., Bottner-Parker, K.D., Bogoutdinov, D.Z., Meshkov, Y.I., Mozhaeva, K.A., Kastalyeva, T.B., Lee, I.-M. 2015. Diverse phytoplasmas associated with potato stolbur and other related potato diseases in Russia. European Journal of Plant Pathology, 145(1): 139–153
2483	16SrVI B	plant	Solanaceae	Solanum tuberosum	Russia	Girsova et al 2015	Girsova, N.V., Bottner-Parker, K.D., Bogoutdinov, D.Z., Meshkov, Y.I., Mozhaeva, K.A., Kastalyeva, T.B., Lee, I.-M. 2015. Diverse phytoplasmas associated with potato stolbur and other related potato diseases in Russia. European Journal of Plant Pathology, 145(1): 139–153
2484	16SrXII	plant	Convolvulaceae	Convolvulus arvensis	Georgia	Samudzheva 1949	Samudzheva, E.M. 1949. Some data on study of tomato stolbus vectors in Georgia (In Russian). Works of Institute for Plant Protection of georgian SSR Academy of Science, 6: 161-162
